Name,Absolute_magnitude,Argument_of_perihelion,Longitude_of_ascending_node,Inclination,Eccentricity,Semimajor_axis_AU
Hirose,10.91,243.992268,319.471036,16.838378,0.09248259,3.10000959
Greenwich,12.64,141.60851,48.886337,25.380236,0.2058486,2.37738417
Chuvaev,14.12,162.952143,180.614252,1.333989,0.18951553,2.33937515
Yaronika,13.34,312.248048,237.120978,2.557393,0.14521873,2.34533596
Iwan,13.90,320.70587,341.595917,4.301991,0.09146847,2.24501046
Kreutz,14.90,249.375805,235.309032,19.224044,0.0842922,1.79461487
Whitney,12.72,73.951023,224.374521,10.25235,0.09352234,3.01625592
Khatchaturian,14.87,213.441321,103.119337,0.74416,0.2123313,2.21780339
Minamioda,12.30,14.875092,46.893034,10.067087,0.15209376,2.79521666
1988AG,13.05,141.065696,339.007785,8.754761,0.16952391,2.80716096
Aulis,9.59,75.296123,328.466301,20.199685,0.05785861,5.29815388
1987RE1,14.28,33.845265,342.978874,4.961753,0.21774268,2.29360283
Yoshidamichi,13.75,116.422248,82.299578,6.488984,0.06674591,2.56407226
1992WR2,12.99,188.548228,66.995024,3.074967,0.01825236,2.85647584
Tsunemi,14.36,116.587978,212.335628,4.285812,0.16524375,2.25518392
Vanier,14.54,226.706113,152.534388,4.406833,0.2189053,2.22645295
Abemasanao,13.90,167.98959,185.441558,0.493372,0.129862,3.24910854
Wuliangyong,14.56,180.482866,210.11917,2.44249,0.18367407,2.2658271
Rogerpeeters,14.65,302.545489,129.642304,4.039056,0.2953004,2.60021108
1998VG15,13.46,1.671119,328.687689,0.471966,0.16288655,3.09605637
Behaim,15.46,290.6332,25.937456,4.748101,0.08705837,2.66348098
1998SM123,14.54,253.971044,21.667904,5.567461,0.24019091,2.55855013
Virgiliofos,13.28,48.968655,93.267671,1.783879,0.10166717,3.16140432
1988UV,15.26,207.052888,212.430049,7.467908,0.09692717,2.25058681
1990UA1,12.73,221.527692,236.537858,12.076919,0.12998685,2.67226886
1997YG10,13.87,80.940763,33.774948,3.635022,0.13733862,2.57676543
1999BN13,15.09,24.911052,166.023408,2.000525,0.13693569,2.36541304
2000SC165,12.44,37.459154,283.557471,11.961345,0.01740382,3.13807576
1999RL196,13.12,171.605584,312.188811,8.213835,0.07762399,3.00577709
2000AL186,14.11,105.83439,158.690209,12.53715,0.10291476,2.72490031
6769P-L,14.34,325.598048,55.643655,2.437357,0.18495261,3.12999209
1993TJ24,15.72,264.553716,123.192418,2.256366,0.11811363,2.17547031
1999BS3,14.19,301.186822,161.57568,2.34261,0.02538923,2.8562941
1999RK37,13.95,45.296432,329.205725,25.496362,0.07527838,1.92230376
Mattweegman,14.50,289.235487,48.697461,7.601738,0.1503398,2.37630501
1998RF75,13.47,67.114047,183.692893,10.025824,0.04797786,3.22102603
1999RJ18,15.51,261.516541,113.760962,3.359915,0.20526937,2.4449109
4664P-L,14.10,344.104792,11.382002,9.45058,0.17375844,2.81058882
1993YR,14.75,196.135545,215.759289,11.701389,0.32006169,2.61918262
Williamgoddard,14.34,316.296626,138.186309,5.941805,0.05024777,2.29639841
2312T-2,14.61,307.752111,183.845152,3.671124,0.16171707,2.54053116
Cappelletto,14.71,338.137055,327.474168,1.981076,0.04621144,2.68045875
2000OT,13.07,190.335567,312.734264,13.417333,0.29440725,2.73132164
1990WH4,14.86,83.294491,79.972555,11.219352,0.1541919,2.39695984
Ichige,15.04,126.019935,57.058909,9.047518,0.06372193,2.40639336
2000OA55,14.51,221.472499,156.130397,1.042306,0.16934653,3.32007352
Rohanmehrotra,15.60,93.203318,348.568996,3.46521,0.01819174,2.54654911
Zhangyuhui,14.84,186.567521,162.640734,2.129911,0.07645411,2.88551039
1998KF7,13.63,154.55133,58.749143,11.533716,0.07273162,2.61047079
1999JX59,15.13,95.3749,171.751359,3.999867,0.10204136,2.60105798
1999JR81,15.68,105.472193,143.353512,7.673737,0.13682981,2.30533975
1999NF57,14.43,16.556415,240.26868,11.305065,0.20515998,2.66566224
2000RL70,14.84,312.018006,353.243475,5.798692,0.11805859,2.65782807
Cotahuasi,14.85,300.843775,219.539314,21.531756,0.31837553,2.40091596
1999JT3,16.30,225.090613,64.820501,9.333184,0.40125893,2.16923966
1999PB4,14.64,245.167462,107.518086,3.044805,0.22023068,3.14894923
2000QT129,14.46,262.357144,180.800128,6.334911,0.07105746,2.39975371
2000UZ17,15.69,298.249243,114.663931,5.982454,0.05090002,2.76395055
4070T-3,13.45,299.301423,187.876462,23.048075,0.08790574,3.19648369
2000RH53,14.29,194.56757,184.959491,8.598584,0.10935599,3.06914151
2000XR2,15.20,116.145224,340.918478,12.127927,0.13854445,2.63770515
2000YH108,15.30,116.247204,329.570052,2.504904,0.13732523,2.7385392
2002EF87,15.54,248.54002,32.8267,7.577871,0.11080263,2.38503129
1999TF168,16.40,336.173368,291.590894,2.651211,0.11724974,2.22660133
2000AE72,15.64,45.42656,107.937118,2.809508,0.05278114,2.58950675
2000EA104,13.22,199.104633,255.200955,9.399874,0.07664188,2.99674134
2000OD12,14.36,254.957578,291.34422,5.254472,0.04989594,2.8063795
1998RT63,14.28,352.242652,159.18415,12.096808,0.11177614,2.53043375
Mayatoyoshima,15.01,311.342251,164.540353,23.215917,0.26670371,2.30934287
1997TS22,14.62,88.52537,351.262123,1.565565,0.06199033,2.92754967
1999CU33,14.30,28.954417,323.964705,9.084913,0.09065196,3.02291262
2000AW146,15.16,314.524601,78.520559,6.22299,0.19218438,2.32231882
2000CJ109,15.32,326.713969,253.637975,9.083667,0.11471535,2.42091711
2000EO147,14.49,156.996131,2.064577,10.722665,0.05733349,3.06898609
1999AB2,15.66,293.491396,124.334354,5.653465,0.08972713,2.44355542
2000DJ64,15.97,142.663904,181.067308,5.541785,0.07587697,2.3020805
2001OD2,16.24,242.812807,7.898431,6.106434,0.09531623,2.37354986
2002TE196,14.49,102.01282,240.712467,7.991175,0.19200883,2.57144505
2001PG32,16.10,40.524642,49.485585,9.350239,0.1634483,2.40797433
2001QY178,15.37,280.952466,142.140379,6.129782,0.09152228,2.41332217
1998SV117,15.28,77.30567,327.27557,2.321955,0.16507547,2.45682496
1999JB97,14.83,175.332499,151.454115,12.957513,0.16272605,2.65038453
1999NG49,15.55,28.147169,257.68286,3.804182,0.16858211,2.27409608
2000OC30,15.41,156.367512,224.148836,5.650041,0.11111428,2.34599444
2000SX85,15.87,356.03827,122.144532,3.991892,0.06973175,2.28811263
2000SP146,15.46,140.408183,250.357107,1.697789,0.12037281,2.96829313
2000WC112,15.03,278.418369,282.396836,8.023696,0.05912467,2.74940798
2001UR23,14.49,275.666216,237.255558,13.795195,0.03643263,2.58783758
2002CK20,16.04,7.28946,51.065486,4.075836,0.14488824,2.28971111
2002PN127,15.24,283.02153,28.288978,4.132433,0.11354221,2.80753177
1998FH12,19.30,284.487885,108.603585,3.560345,0.53976477,1.09105124
2000SN101,15.89,119.357403,131.344625,7.396257,0.08982407,2.39064238
1992UR2,13.99,49.758785,46.525149,23.195686,0.246152,2.32228458
1998FU71,16.40,276.72286,336.413653,2.383763,0.12174985,2.38649587
2002GT4,16.62,256.672646,193.757882,21.765337,0.09938359,1.94625127
1995WY15,15.98,288.444003,213.484657,4.057667,0.16960539,2.38669503
1999AW24,14.85,25.894806,145.277543,1.035417,0.12078178,3.16258425
2000EV5,14.67,63.551163,81.033196,0.41825,0.18058531,3.10426703
1995SY71,15.30,51.207872,283.554368,1.757473,0.06518774,3.12186629
1999WT,16.20,35.852753,32.275456,4.499791,0.20022682,2.38698024
1999XG65,16.80,205.645682,226.324851,1.823301,0.12985801,2.19723481
2000AV60,15.57,115.318608,312.872703,6.632147,0.13191467,2.23899518
2000DX89,15.67,344.894779,315.102378,7.851186,0.22837932,2.45354852
2001QO38,15.29,2.585521,328.605413,8.183122,0.0867231,2.67251517
2002YE26,16.12,229.162721,103.683111,1.799305,0.22467269,2.34268487
1999CJ85,15.91,354.556255,105.587748,6.41305,0.03846307,2.22287603
2000AN203,15.20,229.408208,308.147589,21.324944,0.24164922,2.29067555
2000OW18,15.75,248.773465,129.258819,4.553049,0.14027713,2.37393643
2000OX43,14.87,72.928169,308.558129,12.767976,0.1891335,2.54344136
2000QQ197,15.69,104.565595,153.883113,13.419337,0.12949352,2.55335476
2000YE45,14.04,328.806408,98.086813,11.468604,0.12521253,3.18975617
2002CL95,14.64,248.314889,148.559162,4.643825,0.04075159,3.22294207
1998FT118,15.64,142.228334,350.809436,6.807037,0.21495436,2.54590484
2000SL157,15.52,231.033712,3.393198,9.562252,0.13862318,2.69594424
2000SR327,15.79,59.358389,310.129454,2.427904,0.14396207,2.602105
2000TV12,15.90,55.500696,249.887152,3.905474,0.23053694,2.64847765
2001BF22,15.27,120.02009,82.22077,5.237192,0.00964409,2.96884806
2001VS59,16.23,172.445313,312.182373,5.264048,0.06434512,2.27395932
2003BX26,16.26,279.361756,283.074868,4.233996,0.17930052,2.26319356
1999VQ59,15.10,102.683117,43.659828,10.497225,0.0796805,2.81350616
2000WG82,15.79,88.772283,270.11454,5.425151,0.08637304,2.47515669
2001EM24,13.87,290.733204,36.881614,22.522813,0.09475948,3.11692531
2001FX144,14.24,273.680346,203.304163,31.900616,0.0355585,3.2228572
1998SG81,16.43,22.50733,312.033259,1.143941,0.13642191,2.54025991
1999RY213,16.62,82.954768,160.565607,2.235309,0.11891762,2.24211034
1999XW95,14.87,123.246491,279.0957,23.240622,0.3282093,2.74433201
1999XH123,15.32,3.604108,13.489124,8.582819,0.13401758,2.45123099
1999XD178,15.23,141.596429,297.401671,21.3171,0.04801434,2.65392769
2000AK232,16.58,281.911266,103.16007,7.503274,0.11260715,2.40649782
2000DC63,14.93,52.341371,340.767902,11.40754,0.07004,2.95248568
2000EQ44,15.06,167.101823,192.593584,10.312939,0.22459279,2.5339245
2000EU164,16.11,105.03627,177.008261,7.32962,0.18845659,2.58804756
2000GK126,15.33,43.591705,167.500551,8.270952,0.19052586,2.44854938
2001PG28,14.60,292.995391,143.782403,10.812488,0.09788612,3.06126897
2001QH63,14.40,305.443918,343.102451,12.281232,0.09500052,3.07590624
2001QY220,15.19,192.34222,183.965525,9.758206,0.10769425,3.01025809
2001SD260,15.79,359.475572,184.769313,8.00102,0.10465345,2.61369172
2001YC134,15.31,49.200021,305.285885,5.420825,0.10171895,2.81816206
2002KC4,15.14,184.923201,93.640769,14.173671,0.26353665,2.54971475
2002OC9,15.28,203.831515,160.996242,7.845815,0.14312895,2.85784301
2002SS27,14.77,214.648092,40.946764,14.11396,0.14493755,2.97696678
2002SU37,15.64,167.37733,205.825665,8.584147,0.15904639,2.79033349
2002TK49,17.29,18.342683,21.448419,7.166914,0.17722031,2.18325022
2002VW32,14.89,1.575119,74.746545,6.474341,0.15243293,3.09056544
2002VG83,16.58,157.289088,164.719828,4.625313,0.17874419,2.29976301
2003VF6,14.87,291.635806,32.444891,11.115335,0.01097386,2.97488077
2004AK10,16.69,282.280136,180.58013,1.283236,0.09255597,2.6112748
2004GP76,14.60,123.485264,131.434432,16.100651,0.11818738,3.42192318
2004VD40,16.09,97.988643,224.070628,11.438358,0.06073826,2.88675106
2004XV103,15.24,296.39057,103.212952,14.580253,0.13834447,2.59173082
1999CL20,15.95,85.099732,41.91362,5.692031,0.14788722,2.37974023
2001SM124,16.29,238.135244,196.832734,4.887207,0.04772928,2.40980223
1996TF16,16.37,237.762536,258.240766,5.151091,0.0845683,2.48666592
1999BK26,17.49,77.834477,337.608358,1.491384,0.22128708,2.3165784
2000EW16,16.12,285.171551,311.476666,1.65673,0.16392667,2.34567116
2000FS43,16.75,90.01635,105.691511,4.808978,0.12127154,2.25733779
2000SA316,15.19,138.738526,261.05435,14.877919,0.19043405,2.54303994
2000WC9,16.48,36.792485,309.983548,1.824485,0.24328198,2.37947799
2000WU171,15.41,291.433713,114.020314,13.773774,0.09420943,2.57962412
2001XG92,16.46,112.767805,57.818054,4.941365,0.09143583,2.45818935
2001YX61,16.09,98.719148,83.595839,7.573225,0.12700001,2.54902415
2002AO67,16.37,258.308954,84.701785,3.757606,0.17589837,2.38791624
2002EK107,15.12,225.663656,90.942168,10.527899,0.07183478,3.09160507
2005AD21,12.15,200.703816,120.063517,33.121023,0.03966056,5.28900797
2186T-2,15.38,8.880232,9.888235,1.831634,0.08618641,2.93116177
1996TH30,17.03,330.428246,41.289956,1.95765,0.19467738,2.39513166
2001SW178,16.79,212.083209,169.007589,5.780016,0.14994158,2.30964172
2002CC15,16.67,12.642058,79.559147,0.73029,0.05447534,2.30282556
2003SD306,14.43,339.582115,6.891422,16.867681,0.10862536,3.07093834
2003UU90,15.75,155.268615,134.578468,4.638953,0.0633691,2.63194041
2003UX206,15.15,11.215984,36.032461,13.246006,0.12702835,3.10263062
2000QA111,15.67,130.461354,167.09965,5.404723,0.06402394,2.77628657
2001QH139,14.74,47.999129,330.022083,9.418746,0.13295909,3.09711655
2003WH118,16.41,351.396443,33.969504,7.074444,0.13834538,2.31551361
2003XP15,16.77,161.887705,173.168689,3.146169,0.17973158,2.16569694
1999UY16,16.74,49.130524,10.79919,5.1543,0.22416884,2.36333972
2000QP51,15.55,150.119532,154.735247,6.094044,0.26778216,3.03022285
2000QC68,14.98,343.168545,24.358498,9.3729,0.21901355,3.10296464
2001DA28,16.64,296.272089,135.729355,6.115124,0.1393404,2.25475663
2001QH160,15.39,181.189317,339.79489,17.346098,0.02987633,2.69628198
2001TX182,14.66,128.623767,15.324323,15.320043,0.08414883,2.84695158
2001XQ104,16.05,249.954499,62.284287,1.96245,0.18553947,3.05844007
2001XT148,15.82,300.329066,125.386618,3.786344,0.07946587,3.12836246
2004BF107,15.87,166.480359,4.484283,9.088035,0.13614362,2.70988388
2004DB42,16.30,260.478457,301.841832,2.241848,0.11657669,2.53743971
2005ET275,16.67,85.678209,192.403058,12.818776,0.17626589,2.40410723
2005JF1,16.77,190.665186,94.525089,7.672201,0.11393336,2.32240063
1998QX96,16.42,71.345571,224.646395,6.164835,0.13872136,2.35894434
2001QC192,15.89,343.297609,263.63608,13.732356,0.05779519,2.57121959
2000XG31,15.05,55.107698,28.784015,14.596903,0.16281422,3.20672126
2001RB83,16.47,173.535575,239.553554,3.115349,0.27642851,2.65276365
2002JJ115,16.24,268.068525,147.142037,24.262386,0.12125919,1.95647096
1998VU43,16.57,304.428481,106.081356,3.913374,0.16816442,2.40140184
2000KR38,17.19,77.251108,240.715545,0.577018,0.1952611,2.43472378
2001OG35,16.84,1.935653,33.544185,6.562127,0.09070144,2.24377638
2003EO28,14.55,282.454229,12.114493,28.229089,0.35724845,2.64671202
2005WE108,16.18,134.251658,228.776696,5.561869,0.03477949,2.72455576
2002JK32,14.76,295.61792,62.080566,12.849629,0.10375384,3.16600718
2003KA11,16.34,65.355007,175.447711,5.253766,0.17475207,2.61863453
2005YG131,16.28,191.838037,113.088002,2.454905,0.06040725,3.02611572
6699P-L,16.59,129.075205,173.571495,4.77992,0.25756793,2.35997716
2002RH21,15.04,253.875551,164.556117,20.372962,0.27059795,3.04134325
1998DE2,17.08,353.263453,189.394547,5.355077,0.19277086,2.43160958
2001HX17,16.26,202.566389,210.759579,11.481921,0.1790465,2.65378261
2002JP75,16.05,78.988726,215.205386,12.342213,0.16518822,2.63363452
2003TP52,17.04,9.57476,105.77158,3.436358,0.12980791,2.43374283
2004XM85,16.86,326.288903,102.02923,8.254103,0.11618827,2.26811096
2000DH68,15.65,186.780814,347.965756,9.097158,0.07895456,2.79523848
2001HW54,16.11,47.281013,225.200255,11.096566,0.16289284,2.7141038
2001RU133,15.36,271.533498,166.747016,15.046812,0.13100865,3.1101286
2002JT24,16.33,212.647118,70.628518,6.696836,0.14045546,2.40944733
2003YX97,16.67,322.718751,122.979514,2.721226,0.04158493,2.56888552
