Name,Absolute_magnitude,Argument_of_perihelion,Longitude_of_ascending_node,Inclination,Eccentricity,Semimajor_axis_AU
2010GE59,17.43,350.295241,185.583048,8.050709,0.15525148,2.74649425
2010GA74,17.9,282.883518,343.203981,20.374595,0.09060279,2.47181271
2010HK34,16.8,120.264534,327.803344,27.015647,0.06339507,2.1986459
2010JK22,16.31,330.526022,318.0077,26.908675,0.17961689,3.17494861
2010JA117,18.04,175.239535,77.069862,3.357222,0.19211162,2.30202837
2010KD5,16.56,272.442236,109.273412,18.661594,0.19805295,3.18863514
2010KP14,16.36,178.921578,213.093085,17.291854,0.04295185,3.11271668
2010LY37,17.61,117.562308,235.87665,17.596808,0.16003521,3.17513791
2010LP108,15.81,196.33786,289.803071,15.066686,0.04693435,3.14380728
2010LA148,17.55,260.202892,17.961378,9.385132,0.20754634,3.13376787
2010MS141,17.09,287.985143,349.326217,8.645465,0.19227988,2.72557203
2010NK101,17.20,65.329123,246.079265,12.756778,0.22154419,3.12317669
2010OV11,16.45,46.496255,236.457993,14.07148,0.26450629,3.15357569
2010OG62,17.38,34.910965,316.016698,19.500516,0.35199875,2.74468442
2010OR117,17,46.210983,120.522612,25.976257,0.10866006,1.98931963
2010OJ131,17.03,79.903769,278.304524,10.158798,0.13416731,3.13220936
2010RN57,17.29,331.951019,328.27665,8.548215,0.11740975,2.85458292
2010RV91,17.66,64.659412,307.666969,5.632952,0.15133344,2.78512869
2010RP198,17.43,37.034832,159.836852,9.601598,0.10950728,2.74877985
2010RQ199,17.41,212.144847,13.016363,4.817403,0.06878771,2.72808182
2010RU202,17.90,52.068727,312.310221,12.664964,0.20813398,2.74167651
2010TF56,17.34,113.260804,226.966403,9.604808,0.18213711,3.03652004
2010TZ90,18.14,54.160163,19.116172,17.237645,0.33775812,3.07275191
2010TG200,17.73,341.444032,244.073157,5.200765,0.12951811,2.58440055
2010TH233,17.50,111.489505,297.404518,4.013901,0.132413,3.08522851
2010UN130,17.28,20.468625,349.055121,32.108985,0.10416689,2.5803958
2010VG,23.96,135.638135,213.440201,14.689372,0.1183163,1.30772845
2010VZ9,17.21,67.829764,27.727912,7.901687,0.23396447,3.0433439
2010VH89,16.85,218.039361,250.653111,16.242482,0.09014408,2.88302458
2010VP95,19.01,171.63779,239.037669,6.500064,0.09408026,2.29795062
2010VS233,18.36,247.018254,29.156486,5.433871,0.16272159,2.36231054
2010VM266,18.96,267.290562,134.451117,1.953064,0.17313715,2.37301912
2010VD267,17.95,304.508852,76.264375,12.293217,0.08562195,2.72305067
2010XG117,16.80,318.340347,77.726673,13.808717,0.15326583,3.15822218
2010YW6,17.96,60.552185,32.763442,5.388093,0.21922176,2.64667533
2011BX9,18.05,157.626895,302.233597,8.066053,0.1212275,2.58032398
2011BQ176,18.64,244.171041,173.662152,7.504161,0.20222006,2.33618599
2011BB186,18.50,308.719497,288.754134,4.533957,0.12982937,2.4180508
2011CO79,19.12,347.919025,227.976241,3.573299,0.16928518,2.2011115
2011CD84,18.72,333.380046,195.551819,2.302935,0.11141957,2.37438831
2011CA136,17.46,121.762943,339.332292,9.279888,0.09229707,3.08981208
2011DD8,17.05,145.422024,3.183096,12.643292,0.21953703,3.17774835
2011DX31,18.89,169.335204,353.833761,2.701241,0.13913337,2.29863139
2011EU57,17.74,297.772888,154.354755,30.980589,0.24334772,2.61026567
2011FT118,17.55,334.54824,224.489137,6.96699,0.23330878,3.16396443
2011HK5,18.89,196.087908,121.965875,6.163514,0.20651939,2.23065995
2011JR37,18.16,35.484779,171.582323,8.85592,0.12483426,2.71609529
2011KH10,17.39,296.639596,206.271864,4.439028,0.19206114,2.62587819
2011KZ44,17.46,205.423806,92.861396,4.112696,0.27288225,3.07348766
2011KL58,17.04,82.919373,230.462903,8.833861,0.17833284,3.07652432
2011LM32,16.10,41.671413,226.295269,21.153593,0.12371951,3.12165362
2011LK33,18.18,88.633643,133.129737,3.75403,0.14934372,2.43868076
2011LA36,19.32,296.554626,309.332549,3.625843,0.25537485,2.19747899
2011MM13,18.51,336.299705,282.071955,5.117278,0.2736536,2.57028509
2011NW4,17.00,41.44329,292.675255,16.300228,0.23733949,3.16418727
2011OZ72,17.73,171.548486,257.821386,4.560427,0.120741,2.60653845
2011PO18,17.53,113.652212,254.408518,13.543286,0.21779058,3.14529299
2011QM117,17.21,67.205509,230.247005,8.693017,0.25660085,3.21816842
2011SK106,18.55,31.181733,304.037326,5.858208,0.14759781,2.31939376
2011SR127,18.07,328.633054,51.103709,2.796381,0.2138749,2.40965428
2011SX154,17.02,110.404779,33.578483,4.477527,0.04306419,2.77566371
2011SE209,18.07,84.497455,249.785833,1.380706,0.22779282,2.46053783
2011SG307,18.89,88.752713,246.22688,1.226549,0.2117236,2.39108061
2011SS350,19.31,326.61401,0.73401,12.999915,0.23622849,2.38720654
2011UW57,18.57,152.209185,178.971998,4.202725,0.19058263,2.39681396
2011UU188,17.44,238.484128,124.948403,6.878881,0.06579301,2.71631287
2011UK367,16.79,9.890508,43.261488,11.444425,0.05971141,3.11153889
2011UD432,17.96,202.958376,269.526912,7.109904,0.16692797,2.73170878
2011UU451,17.04,265.338394,52.254742,9.51714,0.08352319,3.17169811
2011UY472,18.32,116.108521,271.839078,11.753575,0.19683263,2.56139261
2011UA487,16.82,359.629018,77.563629,18.703377,0.17537053,3.1532337
2011WU2,24.77,198.560799,236.674643,3.043517,0.0440216,1.18358942
2011WS82,19.26,336.606586,84.613383,4.995931,0.17262703,2.36557685
2011YG44,14.40,149.64339,278.340517,11.98288,0.05218469,5.24573218
2012BL170,18.57,270.861092,252.250711,5.653832,0.14715877,2.32095084
2012CP69,18.07,95.94819,156.026068,10.168217,0.19576559,2.61672637
2012FW32,16.37,13.283501,119.773651,10.61711,0.04930961,3.17259106
2012FV42,18.83,150.471406,7.621981,18.707483,0.04371985,1.90030225
2012FF103,17.37,25.422134,178.890441,0.820783,0.12942454,3.1479489
2012GP49,17.78,78.700885,185.357844,25.00367,0.34828866,3.19451559
2012HM58,18.85,69.345201,178.330087,5.317204,0.19355385,2.30686401
2012HO95,17.29,195.901234,91.113103,12.346386,0.24645104,3.26297677
2012HN110,18.43,130.054014,79.13961,7.506711,0.0471594,2.27307819
2012JX19,16.95,133.855094,185.445012,9.192453,0.19997626,2.58172669
2012KT26,18.40,104.750738,103.367431,2.355263,0.14025252,2.39645393
2012KU53,18.59,279.617481,63.559197,5.016442,0.23709593,2.3098301
2012KT57,17.33,187.087227,114.161726,4.398124,0.22693333,3.08562228
2012LV29,18.36,247.794127,8.250642,2.706446,0.14700307,2.34992379
2012SC98,18.75,153.197668,205.49693,5.922403,0.25619687,2.76928613
2012TW106,18.66,320.738263,14.349833,8.361673,0.22475339,2.72414059
2012TW167,17.98,208.766626,159.035687,6.210077,0.22762809,2.53456268
2012TZ208,19.12,355.892752,35.630336,4.371151,0.18823438,2.55420598
2012TP293,17.40,122.512117,235.048157,16.0635,0.20513994,3.19904357
2012TT362,18.49,341.056433,342.390211,2.881823,0.1945974,2.61375262
2012TA366,16.72,281.717825,119.884868,4.029929,0.26095044,3.95915584
2012TR373,17.76,206.191991,175.142669,2.22329,0.09321194,2.69282728
2012UQ177,8.02,119.174466,330.030058,19.592425,0.3169603,52.44289577
2012UR186,18.23,189.209837,178.30398,6.445346,0.33568186,2.5985262
2012UG189,19.03,149.251655,258.420567,5.588634,0.27335766,2.53106987
2012VU120,16.66,108.883556,240.437284,9.99088,0.14454036,3.06901113
2012VD122,19.00,234.929761,171.409544,3.127505,0.18797839,2.35368895
2012VW134,18.02,21.450245,346.733957,6.144531,0.08493868,2.74705291
2012WP24,17.29,146.762357,280.305323,6.822969,0.26072221,2.69080544
2012WJ40,16.41,24.088578,53.086244,3.520954,0.17043125,3.9395089
2012XG15,16.97,31.296186,23.323528,6.309322,0.06007757,2.88307957
2012XF54,19.07,23.199837,71.232489,7.321432,0.38267861,2.32462736
2013AD39,17.08,288.423296,121.119897,14.612571,0.29558102,3.16719949
2013AA51,18.12,317.208056,140.217528,33.663142,0.29465754,2.56661796
2013AD198,17.22,109.124558,322.296276,24.239745,0.17543559,2.77420578
2013AO199,18.02,82.404122,304.970555,23.212925,0.24237392,2.70729934
2013BG99,18.44,179.328945,259.570402,2.929289,0.16669575,2.53147099
2013CR25,17.94,11.513121,177.33967,4.627288,0.17752719,2.64485009
2013CM150,17.30,334.705084,149.486965,13.879892,0.0640493,2.76767682
2013CN191,18.98,83.239378,355.281928,18.687671,0.12568545,1.91328602
2013CO249,18.48,318.957663,109.702746,7.81783,0.1943689,2.52128745
2013DT22,17.23,340.600195,264.555848,8.372553,0.15873064,2.77825195
2013ET43,17.81,282.341721,322.052346,3.090936,0.0508603,2.78737204
2013EQ68,18.23,185.822612,59.069816,2.920071,0.18655978,2.38651053
2013EN93,17.41,294.528138,186.244336,29.44537,0.3585608,2.61527373
2013HF57,16.57,8.555337,3.773805,11.867419,0.0949441,3.18724491
2013HE143,17.88,350.825499,30.316035,17.512229,0.28371168,2.84800175
2013KJ,18.86,17.775622,247.866456,1.821005,0.17469357,2.38420329
2013LY12,17.20,303.73289,222.982752,9.257377,0.17399826,2.8810794
2013LN44,17.35,350.878386,287.696939,4.057712,0.12801318,2.79723743
2013NK3,18.61,44.896468,279.236451,4.884694,0.20250964,2.22049341
2013NE13,17.73,8.678032,163.196301,8.357319,0.06650342,2.582582
2013NP35,18.76,303.525671,109.481461,4.859958,0.05266687,2.28597053
2013NH48,19.06,261.138117,109.737664,4.866442,0.18486807,2.37500743
2013QD98,17.31,220.855405,181.352676,14.837906,0.26602796,2.73014024
2013QP101,19.54,59.795669,313.933516,4.544484,0.21503098,2.2955013
2013RS26,18.14,187.947453,185.169262,4.179325,0.05272288,2.28762761
2013RZ150,17.79,109.543692,258.512836,5.87379,0.08845195,2.79906028
2013TB39,18.93,16.417089,21.323482,8.870729,0.13019053,2.2170709
2013TT211,19.87,319.915055,63.28887,1.279715,0.27103716,2.28782672
2013UY27,18.95,278.91339,109.915649,3.802582,0.26076208,2.35887574
2013UJ42,18.97,237.987718,125.068499,3.429098,0.18204661,2.31625379
2013UV47,17.92,253.700267,68.437053,3.0825,0.24381715,2.71466705
2013UV56,17.68,246.251945,149.612769,2.584176,0.08198939,2.84859716
2013VQ23,17.77,81.312072,312.619128,11.105317,0.28090282,2.64493415
2013VV44,18.21,334.313836,61.956159,7.061907,0.00708937,2.38474533
2013WR21,17.72,264.574568,86.329526,15.147339,0.17185549,2.43759086
2013WD43,19.13,92.122506,293.187729,2.861118,0.1591093,2.14276541
2013WL128,17.67,97.914081,33.866727,9.858004,0.26687453,2.73601769
2013YE98,18.40,311.680399,82.084516,4.436601,0.16853248,2.51250693
2014AA38,18.18,208.94848,171.317455,4.079216,0.22980559,2.37910479
2014AO45,18.72,177.989965,219.953944,1.79796,0.20790144,2.3695603
2014BF,18.30,344.196999,76.216293,24.267301,0.07044346,1.91436453
2014BW51,18.26,53.54741,99.470175,13.782992,0.19418515,2.61952893
2014DO56,17.86,332.972425,150.383051,8.131582,0.21767343,3.0096218
2014DW101,18.11,17.219699,234.756607,0.534154,0.15057039,2.39702716
2014EE1,17.77,22.377322,140.950294,4.286999,0.13231818,2.731874
2014EL17,16.77,276.937668,97.953885,6.867959,0.09794351,2.64001383
2014EM155,18.85,85.33156,190.072505,4.591847,0.08431987,2.20970349
2014EJ170,17.32,216.405045,186.816766,9.739934,0.08736193,3.06607265
2014EU200,14.77,175.690773,185.857073,8.125663,0.05558463,5.30781476
2014EP244,17.19,40.398978,341.648345,16.225921,0.23518831,3.1288699
2014FY43,21.42,51.145974,194.706073,16.571386,0.46783221,2.16679845
2014GS92,18.94,300.389102,328.671843,3.225473,0.17359092,2.3492634
2014HD40,18.27,14.14785,94.703081,6.032578,0.15401799,2.28395499
2014HY50,17.99,153.039344,86.221623,4.501643,0.09133586,2.56583828
2014HH110,17.17,268.784678,94.351697,7.981806,0.06231736,2.75144842
2014HC198,24.80,82.748279,39.81158,16.188921,0.39149506,1.40305389
2014HL218,16.95,190.520101,121.20211,6.123398,0.14565912,3.08145837
2014HV220,17.87,205.478985,228.396187,6.212914,0.09649712,2.48426242
2014HG326,18.40,288.04009,147.64971,2.58072,0.0325308,2.8660739
2014JB112,17.25,188.725332,116.060178,13.031378,0.10516217,3.00752546
2014JY138,18.06,52.659767,209.838583,6.748614,0.10256693,2.77887838
2014KT29,17.48,22.146858,106.730157,5.979768,0.1073349,2.66010719
2014KX121,18.41,254.429344,17.620014,12.070955,0.25611468,2.71908633
2014KG132,19.26,117.157082,218.869485,19.760857,0.12152462,1.95664683
2014KL144,18.53,92.906267,86.414033,4.643021,0.13744413,2.63070583
2014KW147,17.53,242.246389,291.610538,9.316022,0.01635663,2.89570908
2014LL20,17.44,76.253623,237.87235,17.385406,0.32286089,3.07506736
2014MU87,18.09,156.167643,167.959678,3.096179,0.2317526,2.4755399
2014OH42,18.19,271.494621,92.939125,6.001737,0.30073115,2.79691676
2014OY98,17.43,155.702335,154.803805,15.177369,0.11641144,2.57724232
2014OH143,18.78,226.523295,356.094289,0.845915,0.13080409,2.43990725
2014OG148,17.97,142.166087,110.590188,14.547542,0.0533973,2.66262468
2014OC200,17.65,282.559561,80.480931,5.717125,0.12291845,2.81309941
2014OQ226,18.39,335.598025,65.505584,4.408116,0.20382441,2.3388637
2014OG285,16.56,264.645393,107.955826,11.161181,0.12273387,2.91568629
2014OH292,17.37,8.620579,19.876184,7.180032,0.13949519,2.70487608
2014OU321,17.36,140.075305,120.604984,10.660069,0.06921113,2.99699921
2014OR322,19.09,45.10405,293.245147,6.63224,0.23670066,2.79333574
2014OM377,18.65,192.347783,92.93798,3.698012,0.1955283,2.28836276
2014OA445,19.26,332.026298,33.72848,2.025413,0.2266761,2.24092155
2014QD120,17.19,41.968163,339.237689,13.721663,0.18809189,3.1838547
2014QD213,17.91,251.007,154.986586,1.586749,0.03803842,2.57084727
2014QC246,17.57,352.357778,44.795324,9.064703,0.22410009,2.74470021
2014QQ339,17.96,91.701039,306.733888,5.638138,0.17696343,2.30604585
2014QZ355,19.60,316.588904,15.116768,3.025923,0.21219118,2.22159647
2014QQ397,17.75,173.590372,188.737441,1.718031,0.07660347,2.85626962
2014QD498,18.07,87.560265,166.065593,13.02841,0.29123186,2.70584167
2014QV518,16.14,284.67118,72.684853,10.970428,0.11196089,3.11385355
2014QZ547,17.28,46.003621,25.595054,14.820643,0.04226399,2.59147786
2014QU572,18.92,147.579608,209.929513,3.313667,0.05618932,2.26416832
2014RZ43,15.86,127.814119,316.00147,14.032115,0.07721538,3.21006377
2014RA79,16.91,247.470627,56.826595,11.031508,0.08909894,3.17363825
2014SC28,18.55,175.158472,106.61461,2.278032,0.16849293,2.36681
2014SV33,18.96,264.203259,7.039693,3.905345,0.18815664,2.17037153
2014SY83,19.00,335.829909,349.570971,10.66416,0.27512133,3.06293975
2014SU86,16.86,347.031425,203.356122,11.57675,0.07420793,3.22174907
2014SR102,17.79,114.170409,183.702235,1.087201,0.05777253,2.75456448
2014SV108,18.96,74.626527,347.520361,3.08417,0.23512798,2.53927466
2014SP230,17.07,154.838539,180.367577,9.751492,0.21301667,3.14615797
2014SV230,18.32,179.148617,177.653798,3.101851,0.22502497,2.56532511
2014SD260,19.33,102.834952,28.635988,20.926697,0.0888468,1.96100028
2014SY294,17.35,0.7976,254.545659,11.048453,0.12828461,2.62731009
2014SZ294,16.14,144.505368,284.973633,13.062077,0.11968514,3.03411449
2014SX305,18.76,34.067514,305.691121,2.10329,0.23773954,2.22486753
2014SL356,16.74,290.09721,159.552483,9.042373,0.11028164,3.05594888
2014SE392,18.85,16.037488,334.247019,2.024182,0.20833504,2.41266911
2014SP405,18.72,172.256538,206.671479,22.813395,0.22305077,2.31418175
2014SH411,17.87,158.789071,216.181589,1.28953,0.0787507,2.86176739
2014SD412,17.14,298.81488,340.143404,9.675565,0.09367545,3.13185644
2014SZ415,19.44,37.12535,1.22541,3.912508,0.18450808,2.5519384
2014UR36,18.47,125.446674,167.558114,2.441566,0.19993129,2.32125678
2014UC90,17.09,285.288437,213.996021,18.6414,0.12557179,2.89253784
2014UM133,17.84,326.110485,97.283279,4.686807,0.18650905,2.73727751
2014UA134,17.93,161.481203,187.941493,8.00454,0.23299042,2.74646777
2014UP222,16.84,151.924318,239.914376,16.546337,0.21040629,3.19666356
2014UA287,18.36,337.62201,332.989112,4.074403,0.07972715,2.46355569
2014WV30,16.90,271.133851,65.404473,10.38775,0.06891313,3.03360453
2014WX122,17.89,141.854181,294.045318,5.355328,0.09324628,2.57323707
2014WK172,16.82,231.441159,48.534736,16.559046,0.28688655,3.05444903
2014WY227,17.65,139.907472,241.376305,9.576973,0.12925277,2.87174691
2014WU245,18.70,321.523848,59.879237,6.597724,0.27885571,2.52651818
2014WX288,18.16,212.880745,153.591731,10.75074,0.14579312,2.62444967
2014WS426,18.57,127.538083,9.244226,11.3454,0.34625612,2.72166687
2014WF433,17.01,319.562267,95.474538,4.566357,0.20580875,3.10354879
2014WM553,17.91,149.94367,226.999921,5.276925,0.09847524,2.67101223
2014WF563,17.84,303.215208,30.143825,1.055736,0.18376465,2.99374925
2014WT598,17.63,246.013253,163.053468,11.977447,0.2816244,3.09169297
2014XL2,16.34,81.894703,328.281409,11.574712,0.09334735,3.08880026
2014XP53,16.64,29.27922,326.865521,14.312546,0.06114745,3.01439983
2014YB91,17.06,76.6875,300.495594,8.329792,0.09461642,3.20281735
2015AB2,16.09,237.587537,134.626773,19.531999,0.06312133,3.1756654
2015AD48,17.05,266.806191,162.129838,15.508918,0.10447118,2.9596607
2015AO213,18.48,277.162192,172.507067,9.18428,0.20276671,2.52576294
2015BT21,18.07,160.158033,258.876948,4.776695,0.05941682,2.27710084
2015BA53,18.28,240.156891,162.731552,4.72656,0.22274989,2.27316272
2015BH64,16.82,326.881572,336.656922,13.900568,0.04348348,2.6013923
2015BD81,19.79,95.214062,345.111253,3.821504,0.27021968,2.55869822
2015BH374,18.21,288.610818,96.601516,8.090119,0.08131491,2.67516293
2015BM441,17.76,126.783147,328.94105,13.420641,0.14724155,2.71054271
2015BP530,17.44,353.369723,157.142235,12.541872,0.11474182,2.97817238
2015CY76,16.80,293.311616,276.530402,9.777232,0.05508342,3.17581215
2015DG79,18.83,140.840286,19.551114,4.920883,0.13827102,2.39699842
2015DR156,16.94,111.901746,110.383019,10.970839,0.17586178,3.14453106
2015DU269,19.57,310.006189,188.388395,4.623124,0.13691852,2.19699788
2015DA271,17.74,93.302187,74.900149,13.998109,0.17741361,2.79550899
2015DL287,18.40,283.525356,168.649927,25.291268,0.30787161,2.77798098
2015DF299,19.56,263.823351,356.699372,19.947309,0.06387582,1.87817914
2015DK311,17.52,302.867618,153.274602,2.534171,0.02213078,2.86938951
2015FV215,17.40,247.09016,18.010598,11.580348,0.27658945,2.64356502
2015FV353,18.05,326.948267,206.367098,8.345932,0.20857794,2.76586314
2015FQ440,16.32,348.798521,102.247886,17.585212,0.06600694,3.13590895
2015FX463,18.64,269.503385,308.96261,6.05096,0.10566295,2.31199016
2015GD53,17.59,142.126229,147.034863,14.357964,0.16117765,2.64371052
2015GM65,18.33,51.005678,154.815943,14.902322,0.20237885,2.70574674
2015HY125,18.93,356.331834,274.536491,1.309722,0.20165292,2.36269828
2015HO139,17.70,172.994565,147.639314,2.558184,0.06483018,2.82904876
2015HT292,15.06,55.267368,22.976397,20.071013,0.10001554,5.33784354
2015KH91,18.85,110.865652,77.656112,12.620525,0.23749005,2.64682756
2015KG99,18.10,125.307559,146.332879,3.923938,0.0620166,2.62537641
2015KV188,17.46,66.27666,204.289571,2.716548,0.15490155,2.97623436
2015KT191,17.84,180.062115,116.809186,5.627418,0.15102062,2.6627479
2015KO192,18.46,148.168221,162.684773,8.212322,0.2185375,2.77622159
2015KG237,19.83,229.044966,101.029066,3.499615,0.1717506,2.23044569
2015KB268,19.56,57.108497,224.12651,10.68886,0.21595443,2.32039279
2015KA294,19.17,221.423931,41.435765,5.087302,0.13342713,2.24518569
2015KN298,17.54,224.989037,261.991693,8.921536,0.02441512,3.13781529
2015KS298,18.73,27.627073,296.150026,4.80362,0.18500647,2.66177055
2015KR316,17.87,277.108844,72.419773,29.024745,0.43620716,2.63748784
2015KP328,17.96,240.847875,170.337395,2.182892,0.06077023,2.87259587
2015KD357,17.41,241.16862,76.31913,11.12637,0.0612632,3.138427
2015MB17,16.85,225.459113,247.778196,21.088829,0.06254833,2.68448801
2015MQ99,17.22,82.132476,262.14987,10.967595,0.12319002,3.19944601
2015MB107,18.49,51.000783,279.220032,4.153433,0.22682764,2.60994984
2015MS144,16.24,87.953236,255.387343,16.888804,0.22352537,3.12428152
2015MN160,18.95,15.904756,284.065102,5.668378,0.24701496,2.54695393
2015NS29,17.68,171.215432,156.809614,16.321755,0.32601846,2.98655846
2015OW1,17.59,335.375015,276.497972,23.413219,0.25361088,2.34518142
2015OK9,16.73,294.257778,264.391323,14.264764,0.15042401,2.71801472
2015OT62,17.86,282.364835,73.721952,13.665489,0.18562669,2.59584061
2015OP92,17.07,148.158832,176.093175,13.3373,0.18593364,3.11900417
2015OM116,18.19,216.705017,155.902646,28.292793,0.12378509,2.56259264
2015OH140,17.97,145.097276,195.762795,8.364193,0.21381786,2.78088719
2015PE63,17.68,110.871757,266.611284,2.534063,0.10782806,2.78526567
2015PL194,19.15,303.461318,357.649012,10.371509,0.17222225,2.29634464
2015PO322,17.56,281.120317,134.896984,5.142058,0.06411532,2.76176013
2015PK349,17.47,12.221364,334.067967,12.869296,0.12591749,3.1397357
2015QM24,16.97,54.410449,331.453626,9.40266,0.09012897,3.21905738
2015RE11,18.16,70.351257,185.748321,1.368854,0.14734886,2.39643195
2015RF47,19.07,229.186759,193.447678,7.58401,0.17256899,2.37310639
2015RC112,17.82,322.709929,216.255212,1.868699,0.06802494,2.5927352
2015RW118,16.59,315.112274,349.981059,22.292579,0.21193356,3.13691626
2015RG133,18.40,336.072716,343.188741,12.882853,0.26568438,2.60357376
2015RE202,17.69,314.893326,41.107845,5.065206,0.16836904,2.45871763
2015RW214,16.29,162.70056,178.733724,18.185445,0.04147312,3.19572991
2015RA274,16.70,204.99272,223.403904,9.519541,0.03284146,3.0480243
2015RZ286,18.91,144.784078,176.121128,4.610546,0.27116299,2.79761658
2015RD304,18.18,241.026508,29.990778,9.336902,0.05051702,2.55014059
2015RL310,17.11,303.82379,18.423563,10.850018,0.03777869,3.11620563
2015RQ320,17.96,331.979689,11.196477,14.30117,0.1173979,2.96383168
2015RQ354,18.70,285.419202,23.195112,4.483893,0.17014715,2.22727586
2015RV362,19.08,279.897797,103.99207,2.231244,0.18317283,2.17670643
2015RR364,18.69,168.852819,184.138965,5.068854,0.18140927,2.788506
2015TB192,18.16,255.034513,76.675247,2.332317,0.19847883,2.38039488
2015TV297,19.75,165.000156,187.497966,5.6939,0.24335034,2.14779611
2015TC308,17.46,271.151563,156.579893,22.224168,0.0375114,2.59482606
2015TD355,18.05,224.105111,197.043255,17.760122,0.15415146,2.56077533
2015TS415,16.91,101.203129,262.900294,10.706063,0.24967832,3.10093517
2015TE437,18.30,19.850808,51.633538,16.543017,0.18321788,2.71602116
2015UB7,18.06,353.500654,98.063539,7.057708,0.22752923,2.29303401
2015UX22,16.92,250.929776,169.181904,7.919964,0.06710148,3.01054086
2015UJ37,17.31,288.292475,47.06267,16.227109,0.2016427,3.03643744
2015VK4,18.11,128.057463,238.536195,8.860813,0.12515154,2.35557832
2015VX59,16.42,70.224583,50.961582,19.56115,0.13078021,3.20680714
2015VJ65,21.92,187.881381,228.84692,13.278846,0.52073223,2.510611
2015VF98,17.70,222.880743,209.987864,13.863914,0.27954989,3.14429447
2015VY156,17.93,41.678567,40.45189,4.388886,0.07682824,2.70341365
2015VV166,7.87,44.427528,148.23826,2.762979,0.07185354,43.921015
2015XO12,17.88,278.286442,59.133637,22.285465,0.1010942,1.97951427
2015XK15,17.70,210.009259,100.723619,3.108724,0.09116987,2.55126659
2015XU18,17.70,319.927603,80.839204,7.510899,0.08679822,2.76249459
2015XC93,17.03,206.172564,216.037498,12.574417,0.09417429,3.09023327
2015XE192,17.18,227.336149,228.409208,6.514474,0.23204905,3.03792682
2015XN414,17.76,178.55279,229.009627,5.692406,0.1238717,2.65460997
2015XC464,17.04,249.921899,68.124524,12.674677,0.1562997,3.06652654
2015XW470,17.64,50.805161,32.731423,10.836521,0.14908444,2.89218937
2016AE31,18.17,268.624562,132.603709,5.484598,0.1918807,2.44667274
2016AT289,17.31,299.156895,126.633292,9.614829,0.08777948,3.10494387
2016AT350,17.96,213.35586,153.897974,5.431909,0.12636761,2.709395
2016AZ366,17.36,213.983584,295.111378,15.599964,0.20316872,3.09814344
2016CG3,16.60,148.844028,290.848139,8.674006,0.05491011,3.16604939
2016CQ5,16.82,323.022986,310.021404,15.941785,0.12118964,2.87825149
2016CE97,16.95,351.451973,272.25942,9.314802,0.04606065,3.14282447
2016CQ179,17.26,253.721,172.885077,12.081892,0.03616741,2.9033055
2016CZ180,17.80,123.347287,244.025196,10.825847,0.20341616,2.56071333
2016CJ274,18.49,126.178569,26.938567,13.118249,0.18241044,2.57753751
2016CX283,16.52,58.020532,199.780722,9.804076,0.16698986,3.13265481
2016CS341,18.91,235.553614,5.242689,5.484967,0.14468925,2.35113035
2016CD362,19.01,40.389708,230.301413,7.348463,0.07241659,2.27682145
2016EO15,17.58,126.953022,58.339596,14.11691,0.12523354,2.69066436
2016ET83,18.43,99.06977,62.532871,11.315838,0.16905551,2.51834425
2016EW141,18.00,320.600952,167.441831,3.095002,0.12017822,2.61588454
2016EH276,17.91,165.031425,207.743156,5.140808,0.05817515,2.71493415
2016EW323,18.59,220.373923,312.335331,10.895165,0.14598063,2.70821417
2016EN335,18.44,353.920526,173.332091,21.492579,0.29269323,3.26999955
2016FA86,17.02,344.995069,215.43339,8.618881,0.077466,3.05114986
2016FU97,17.98,345.945149,246.415662,12.598742,0.1490547,2.89237129
2016FO103,19.02,337.769155,281.757573,7.4863,0.10934139,2.6202831
2016FW110,18.20,293.778029,279.61363,7.280987,0.05927606,3.21313664
2016FG140,19.21,262.481245,292.772883,7.887312,0.1510873,2.72719308
2016FG160,17.35,47.388127,250.473034,8.773554,0.07888624,2.99593651
2016GR59,16.28,145.207778,189.241934,10.089155,0.09701656,3.10745776
2016GV253,19.69,359.247649,177.322109,22.288134,0.06023638,1.88108646
2016GP269,19.11,61.553511,37.013397,21.132977,0.10915488,1.87785395
2016GV292,18.71,52.003695,114.523176,12.966572,0.23186959,2.65039009
2016GD350,18.87,32.080274,205.321369,12.530354,0.23816884,2.64834211
2016JB51,17.54,73.11779,171.81042,14.344943,0.06804056,3.00039618
2016JP64,16.80,144.960793,198.018994,16.20959,0.21649422,3.09406979
2016NX17,18.48,170.808183,307.697791,19.623804,0.06935354,1.91710043
2016NR32,23.24,124.684752,194.506482,5.97274,0.4524535,2.10283358
2016NB43,18.90,182.863365,143.045724,5.282197,0.18040183,2.2293148
2016NG50,18.64,31.836227,313.214688,13.91788,0.28756667,2.557083
2016NR96,18.18,220.991637,116.454716,14.633858,0.28310949,2.58691257
2016PX49,18.12,288.737821,104.157208,14.392457,0.18352495,2.58003322
2016PE102,17.08,140.093401,254.603026,5.113445,0.065856,2.73793652
2016PR135,19.35,3.443013,357.515918,6.652505,0.3076003,2.6120134
2016PH141,19.79,196.319233,162.64801,6.753207,0.29222664,2.21196134
2016PG153,17.47,90.648094,350.823321,5.55282,0.05101158,2.91634693
2016PU198,18.84,352.618755,340.669723,17.695827,0.27412407,2.75103013
2016PV223,17.71,268.733965,62.394992,9.573093,0.18846231,2.75220348
2016PJ248,17.61,148.245283,20.82389,12.272692,0.01297832,2.71419547
